id,tag,timestamp,value
32400,Evaluate/mIoU,1713076681039,0.8947016596794128
33300,Evaluate/mIoU,1713077041801,0.8678894639015198
34200,Evaluate/mIoU,1713077402932,0.900148868560791
35100,Evaluate/mIoU,1713077763710,0.9009487628936768
36000,Evaluate/mIoU,1713078124689,0.9042347073554993
36900,Evaluate/mIoU,1713078485221,0.9033451080322266
37800,Evaluate/mIoU,1713078846743,0.90537428855896
38700,Evaluate/mIoU,1713079206620,0.9051213264465332
39600,Evaluate/mIoU,1713079566054,0.9052926898002625
40500,Evaluate/mIoU,1713079927500,0.9059272408485413
41400,Evaluate/mIoU,1713080289202,0.9052322506904602
42300,Evaluate/mIoU,1713080650513,0.8980022072792053
43200,Evaluate/mIoU,1713081011683,0.8939056396484375
44100,Evaluate/mIoU,1713081372690,0.8963956832885742
45000,Evaluate/mIoU,1713081733816,0.9032095074653625
45900,Evaluate/mIoU,1713082095183,0.9102891087532043
46800,Evaluate/mIoU,1713082455803,0.9124987721443176
47700,Evaluate/mIoU,1713082816404,0.9133875966072083
48600,Evaluate/mIoU,1713083176543,0.9114206433296204
49500,Evaluate/mIoU,1713083537063,0.9100026488304138
50400,Evaluate/mIoU,1713083897625,0.9103622436523438
51300,Evaluate/mIoU,1713084257794,0.9129944443702698
52200,Evaluate/mIoU,1713084612657,0.9139413833618164
53100,Evaluate/mIoU,1713084970078,0.907073438167572
54000,Evaluate/mIoU,1713085328369,0.9083611369132996
54900,Evaluate/mIoU,1713085687297,0.9014660716056824
55800,Evaluate/mIoU,1713086047113,0.8999500274658203
56700,Evaluate/mIoU,1713086406559,0.9084164500236511
57600,Evaluate/mIoU,1713086765805,0.9150171279907227
58500,Evaluate/mIoU,1713087125601,0.9175705909729004
59400,Evaluate/mIoU,1713087485089,0.9099710583686829
60300,Evaluate/mIoU,1713087844722,0.9143417477607727
61200,Evaluate/mIoU,1713088205111,0.9130541682243347
62100,Evaluate/mIoU,1713088565398,0.91518235206604
63000,Evaluate/mIoU,1713088926749,0.9178723692893982
63900,Evaluate/mIoU,1713089284541,0.910137951374054
64800,Evaluate/mIoU,1713089645606,0.90769362449646
65700,Evaluate/mIoU,1713090006279,0.9162991642951965
66600,Evaluate/mIoU,1713090367901,0.9190768599510193
67500,Evaluate/mIoU,1713090728349,0.915653645992279
68400,Evaluate/mIoU,1713091089696,0.9205265045166016
69300,Evaluate/mIoU,1713091449984,0.919407069683075
70200,Evaluate/mIoU,1713091809471,0.920352041721344
71100,Evaluate/mIoU,1713092169367,0.9202227592468262
72000,Evaluate/mIoU,1713092530345,0.9215028285980225
72900,Evaluate/mIoU,1713092890019,0.9192431569099426
73800,Evaluate/mIoU,1713093249883,0.9215812683105469
74700,Evaluate/mIoU,1713093609195,0.9076818823814392
75600,Evaluate/mIoU,1713093969752,0.9179668426513672
76500,Evaluate/mIoU,1713094329934,0.9184396862983704
77400,Evaluate/mIoU,1713094690821,0.912892758846283
78300,Evaluate/mIoU,1713095050801,0.9141245484352112
79200,Evaluate/mIoU,1713095410911,0.9218946099281311
80100,Evaluate/mIoU,1713095770988,0.9202208518981934
81000,Evaluate/mIoU,1713096132068,0.9208633899688721
81900,Evaluate/mIoU,1713096493506,0.922391951084137
82800,Evaluate/mIoU,1713096853086,0.9189243316650391
83700,Evaluate/mIoU,1713097214452,0.9209451675415039
84600,Evaluate/mIoU,1713097575996,0.9231252074241638
85500,Evaluate/mIoU,1713097935945,0.9187657237052917
86400,Evaluate/mIoU,1713098292582,0.9167518615722656
87300,Evaluate/mIoU,1713098650503,0.9201412200927734
88200,Evaluate/mIoU,1713099010430,0.9217782020568848
89100,Evaluate/mIoU,1713099369019,0.922581136226654
90000,Evaluate/mIoU,1713099727087,0.9233002066612244
