id,tag,timestamp,value
900,Evaluate/mIoU,1713064110515,0.5670703053474426
1800,Evaluate/mIoU,1713064464781,0.7043764591217041
2700,Evaluate/mIoU,1713064819509,0.7665407061576843
3600,Evaluate/mIoU,1713065173222,0.8036928772926331
4500,Evaluate/mIoU,1713065529806,0.8280298709869385
5400,Evaluate/mIoU,1713065884880,0.8329935669898987
6300,Evaluate/mIoU,1713066238380,0.8293439745903015
7200,Evaluate/mIoU,1713066591984,0.8243305683135986
8100,Evaluate/mIoU,1713066946583,0.7972509264945984
9000,Evaluate/mIoU,1713067307381,0.8399748206138611
9900,Evaluate/mIoU,1713067667577,0.8255953192710876
10800,Evaluate/mIoU,1713068028171,0.7585665583610535
11700,Evaluate/mIoU,1713068388580,0.804746150970459
12600,Evaluate/mIoU,1713068749480,0.8580920100212097
13500,Evaluate/mIoU,1713069110871,0.8756702542304993
14400,Evaluate/mIoU,1713069470718,0.8831977844238281
15300,Evaluate/mIoU,1713069830521,0.8795523643493652
16200,Evaluate/mIoU,1713070190518,0.880642831325531
17100,Evaluate/mIoU,1713070549778,0.8787416815757751
18000,Evaluate/mIoU,1713070910548,0.8864350318908691
18900,Evaluate/mIoU,1713071269796,0.8597772717475891
19800,Evaluate/mIoU,1713071629415,0.8686200976371765
20700,Evaluate/mIoU,1713071990571,0.87666255235672
21600,Evaluate/mIoU,1713072351902,0.8745772838592529
22500,Evaluate/mIoU,1713072713114,0.8883547186851501
23400,Evaluate/mIoU,1713073073459,0.8460175395011902
24300,Evaluate/mIoU,1713073434896,0.8967289924621582
25200,Evaluate/mIoU,1713073795452,0.8955559730529785
26100,Evaluate/mIoU,1713074156445,0.8995680212974548
27000,Evaluate/mIoU,1713074517059,0.8977580666542053
27900,Evaluate/mIoU,1713074877707,0.8975055813789368
28800,Evaluate/mIoU,1713075238482,0.8965848088264465
29700,Evaluate/mIoU,1713075599025,0.8951017260551453
30600,Evaluate/mIoU,1713075959775,0.8970208168029785
31500,Evaluate/mIoU,1713076320420,0.8792340159416199
